gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
Solyc10g079500.2	Solyc10g079500.2.1	Solyc10g079500.2.1	101266279	EntrezGene	DEPENDENT	-	-	-
Solyc10g079520.1	Solyc10g079520.1.1	Solyc10g079520.1.1.1	101255846	EntrezGene	DEPENDENT	-	-	-
Solyc10g079530.1	Solyc10g079530.1.1	Solyc10g079530.1.1.1	101256144	EntrezGene	DEPENDENT	-	-	-
Solyc10g079540.1	Solyc10g079540.1.1	Solyc10g079540.1.1	101256438	EntrezGene	DEPENDENT	-	-	-
Solyc10g079560.1	Solyc10g079560.1.1	Solyc10g079560.1.1.1	101245010	EntrezGene	DEPENDENT	-	-	-
Solyc10g079580.2	Solyc10g079580.2.1	Solyc10g079580.2.1	101249221	EntrezGene	DEPENDENT	-	-	-
Solyc10g079590.1	Solyc10g079590.1.1	Solyc10g079590.1.1	101257030	EntrezGene	DEPENDENT	-	-	-
Solyc10g079610.2	Solyc10g079610.2.1	Solyc10g079610.2.1	101244135	EntrezGene	DEPENDENT	-	-	-
Solyc10g079620.2	Solyc10g079620.2.1	Solyc10g079620.2.1	100316880	EntrezGene	DEPENDENT	-	-	-
Solyc10g079630.1	Solyc10g079630.1.1	Solyc10g079630.1.1	101257322	EntrezGene	DEPENDENT	-	-	-
Solyc10g079640.2	Solyc10g079640.2.1	Solyc10g079640.2.1	101267174	EntrezGene	DEPENDENT	-	-	-
Solyc10g079740.2	Solyc10g079740.2.1	Solyc10g079740.2.1	101268527	EntrezGene	DEPENDENT	-	-	-
Solyc10g079750.2	Solyc10g079750.2.1	Solyc10g079750.2.1	101245709	EntrezGene	DEPENDENT	-	-	-
Solyc10g079820.2	Solyc10g079820.2.1	Solyc10g079820.2.1	543654	EntrezGene	DEPENDENT	-	-	-
Solyc10g079840.2	Solyc10g079840.2.1	Solyc10g079840.2.1	101268238	EntrezGene	DEPENDENT	-	-	-
Solyc10g079850.2	Solyc10g079850.2.1	Solyc10g079850.2.1	101264269	EntrezGene	DEPENDENT	-	-	-
Solyc10g079860.2	Solyc10g079860.2.1	Solyc10g079860.2.1	544092	EntrezGene	DEPENDENT	-	-	-
Solyc10g079870.2	Solyc10g079870.2.1	Solyc10g079870.2.1	100874536	EntrezGene	DEPENDENT	-	-	-
Solyc10g079880.2	Solyc10g079880.2.1	Solyc10g079880.2.1	101265974	EntrezGene	DEPENDENT	-	-	-
Solyc10g079890.2	Solyc10g079890.2.1	Solyc10g079890.2.1	101266882	EntrezGene	DEPENDENT	-	-	-
Solyc10g079910.2	Solyc10g079910.2.1	Solyc10g079910.2.1	101248343	EntrezGene	DEPENDENT	-	-	-
Solyc10g079970.2	Solyc10g079970.2.1	Solyc10g079970.2.1	101251939	EntrezGene	DEPENDENT	-	-	-
Solyc10g079980.1	Solyc10g079980.1.1	Solyc10g079980.1.1.1	101252238	EntrezGene	DEPENDENT	-	-	-
Solyc10g080030.2	Solyc10g080030.2.1	Solyc10g080030.2.1	101259101	EntrezGene	DEPENDENT	-	-	-
Solyc10g080190.1	Solyc10g080190.1.1	Solyc10g080190.1.1	101257225	EntrezGene	DEPENDENT	-	-	-
Solyc10g080200.2	Solyc10g080200.2.1	Solyc10g080200.2.1	101256930	EntrezGene	DEPENDENT	-	-	-
Solyc10g080210.2	Solyc10g080210.2.1	Solyc10g080210.2.1	544051	EntrezGene	DEPENDENT	-	-	-
Solyc10g080350.2	Solyc10g080350.2.1	Solyc10g080350.2.1	101260591	EntrezGene	DEPENDENT	-	-	-
Solyc10g080430.1	Solyc10g080430.1.1	Solyc10g080430.1.1.1	101260884	EntrezGene	DEPENDENT	-	-	-
Solyc10g080440.2	Solyc10g080440.2.1	Solyc10g080440.2.1	101261178	EntrezGene	DEPENDENT	-	-	-
Solyc10g080460.2	Solyc10g080460.2.1	Solyc10g080460.2.1	101261766	EntrezGene	DEPENDENT	-	-	-
Solyc10g080480.2	Solyc10g080480.2.1	Solyc10g080480.2.1	101262368	EntrezGene	DEPENDENT	-	-	-
Solyc10g080470.1	Solyc10g080470.1.1	Solyc10g080470.1.1.1	101262064	EntrezGene	DEPENDENT	-	-	-
Solyc10g080490.2	Solyc10g080490.2.1	Solyc10g080490.2.1	101262674	EntrezGene	DEPENDENT	-	-	-
Solyc10g080500.2	Solyc10g080500.2.1	Solyc10g080500.2.1	101263261	EntrezGene	DEPENDENT	-	-	-
Solyc10g080510.1	Solyc10g080510.1.1	Solyc10g080510.1.1.1	101262971	EntrezGene	DEPENDENT	-	-	-
Solyc10g080530.2	Solyc10g080530.2.1	Solyc10g080530.2.1	101263858	EntrezGene	DEPENDENT	-	-	-
Solyc10g080540.2	Solyc10g080540.2.1	Solyc10g080540.2.1	101264164	EntrezGene	DEPENDENT	-	-	-
Solyc10g080550.2	Solyc10g080550.2.1	Solyc10g080550.2.1	101264473	EntrezGene	DEPENDENT	-	-	-
Solyc10g080560.2	Solyc10g080560.2.1	Solyc10g080560.2.1	101264772	EntrezGene	DEPENDENT	-	-	-
Solyc10g080570.2	Solyc10g080570.2.1	Solyc10g080570.2.1	101265083	EntrezGene	DEPENDENT	-	-	-
Solyc10g080590.2	Solyc10g080590.2.1	Solyc10g080590.2.1	101265689	EntrezGene	DEPENDENT	-	-	-
Solyc10g080610.1	Solyc10g080610.1.1	Solyc10g080610.1.1.1	101266280	EntrezGene	DEPENDENT	-	-	-
Solyc10g080630.2	Solyc10g080630.2.1	Solyc10g080630.2.1	101261183	EntrezGene	DEPENDENT	-	-	-
Solyc10g080670.2	Solyc10g080670.2.1	Solyc10g080670.2.1	101267365	EntrezGene	DEPENDENT	-	-	-
Solyc10g080690.2	Solyc10g080690.2.1	Solyc10g080690.2.1	101268154	EntrezGene	DEPENDENT	-	-	-
Solyc10g080700.2	Solyc10g080700.2.1	Solyc10g080700.2.1	101268442	EntrezGene	DEPENDENT	-	-	-
Solyc10g080760.2	Solyc10g080760.2.1	Solyc10g080760.2.1	101244916	EntrezGene	DEPENDENT	-	-	-
Solyc10g080780.2	Solyc10g080780.2.1	Solyc10g080780.2.1	101245511	EntrezGene	DEPENDENT	-	-	-
Solyc10g080810.2	Solyc10g080810.2.1	Solyc10g080810.2.1	101245811	EntrezGene	DEPENDENT	-	-	-
Solyc10g080840.1	Solyc10g080840.1.1	Solyc10g080840.1.1.1	101246390	EntrezGene	DEPENDENT	-	-	-
Solyc10g080880.2	Solyc10g080880.2.1	Solyc10g080880.2.1	100527971	EntrezGene	DEPENDENT	-	-	-
Solyc10g080920.2	Solyc10g080920.2.1	Solyc10g080920.2.1	101248059	EntrezGene	DEPENDENT	-	-	-
Solyc10g080930.2	Solyc10g080930.2.1	Solyc10g080930.2.1	101248344	EntrezGene	DEPENDENT	-	-	-
Solyc10g080950.2	Solyc10g080950.2.1	Solyc10g080950.2.1	101248926	EntrezGene	DEPENDENT	-	-	-
Solyc10g080960.1	Solyc10g080960.1.1	Solyc10g080960.1.1.1	101249222	EntrezGene	DEPENDENT	-	-	-
Solyc10g080970.2	Solyc10g080970.2.1	Solyc10g080970.2.1	101249506	EntrezGene	DEPENDENT	-	-	-
Solyc10g080980.2	Solyc10g080980.2.1	Solyc10g080980.2.1	101249776	EntrezGene	DEPENDENT	-	-	-
Solyc10g080990.2	Solyc10g080990.2.1	Solyc10g080990.2.1	101250065	EntrezGene	DEPENDENT	-	-	-
Solyc10g081000.1	Solyc10g081000.1.1	Solyc10g081000.1.1.1	101250353	EntrezGene	DEPENDENT	-	-	-
Solyc10g081020.2	Solyc10g081020.2.1	Solyc10g081020.2.1	101250941	EntrezGene	DEPENDENT	-	-	-
Solyc10g081050.1	Solyc10g081050.1.1	Solyc10g081050.1.1.1	101251830	EntrezGene	DEPENDENT	-	-	-
Solyc10g081130.2	Solyc10g081130.2.1	Solyc10g081130.2.1	101253544	EntrezGene	DEPENDENT	-	-	-
Solyc10g081160.2	Solyc10g081160.2.1	Solyc10g081160.2.1	101254146	EntrezGene	DEPENDENT	-	-	-
Solyc10g081170.2	Solyc10g081170.2.1	Solyc10g081170.2.1	544131	EntrezGene	DEPENDENT	-	-	-
Solyc10g081190.2	Solyc10g081190.2.1	Solyc10g081190.2.1	101254745	EntrezGene	DEPENDENT	-	-	-
Solyc10g081260.2	Solyc10g081260.2.1	Solyc10g081260.2.1	101257226	EntrezGene	DEPENDENT	-	-	-
Solyc10g081270.2	Solyc10g081270.2.1	Solyc10g081270.2.1	101257519	EntrezGene	DEPENDENT	-	-	-
Solyc10g081300.1	Solyc10g081300.1.1	Solyc10g081300.1.1	101258317	EntrezGene	DEPENDENT	-	-	-
Solyc10g081320.1	Solyc10g081320.1.1	Solyc10g081320.1.1	101259098	EntrezGene	DEPENDENT	-	-	-
Solyc10g081340.1	Solyc10g081340.1.1	Solyc10g081340.1.1.1	101263562	EntrezGene	DEPENDENT	-	-	-
Solyc10g081350.2	Solyc10g081350.2.1	Solyc10g081350.2.1	101259896	EntrezGene	DEPENDENT	-	-	-
Solyc10g081360.2	Solyc10g081360.2.1	Solyc10g081360.2.1	101260189	EntrezGene	DEPENDENT	-	-	-
Solyc10g081370.2	Solyc10g081370.2.1	Solyc10g081370.2.1	101260491	EntrezGene	DEPENDENT	-	-	-
Solyc10g081380.2	Solyc10g081380.2.1	Solyc10g081380.2.1	101260778	EntrezGene	DEPENDENT	-	-	-
Solyc10g081410.2	Solyc10g081410.2.1	Solyc10g081410.2.1	101261673	EntrezGene	DEPENDENT	-	-	-
Solyc10g081420.2	Solyc10g081420.2.1	Solyc10g081420.2.1	101261377	EntrezGene	DEPENDENT	-	-	-
Solyc10g081430.2	Solyc10g081430.2.1	Solyc10g081430.2.1	101261975	EntrezGene	DEPENDENT	-	-	-
Solyc10g081440.2	Solyc10g081440.2.1	Solyc10g081440.2.1	101262269	EntrezGene	DEPENDENT	-	-	-
Solyc10g081450.2	Solyc10g081450.2.1	Solyc10g081450.2.1	101262576	EntrezGene	DEPENDENT	-	-	-
Solyc10g081480.2	Solyc10g081480.2.1	Solyc10g081480.2.1	101263478	EntrezGene	DEPENDENT	-	-	-
Solyc10g081490.2	Solyc10g081490.2.1	Solyc10g081490.2.1	101264168	EntrezGene	DEPENDENT	-	-	-
Solyc10g081500.1	Solyc10g081500.1.1	Solyc10g081500.1.1	101263773	EntrezGene	DEPENDENT	-	-	-
Solyc10g081510.2	Solyc10g081510.2.1	Solyc10g081510.2.1	101264078	EntrezGene	DEPENDENT	-	-	-
Solyc10g081530.2	Solyc10g081530.2.1	Solyc10g081530.2.1	101264386	EntrezGene	DEPENDENT	-	-	-
Solyc10g081610.2	Solyc10g081610.2.1	Solyc10g081610.2.1	101266987	EntrezGene	DEPENDENT	-	-	-
Solyc10g081640.2	Solyc10g081640.2.1	Solyc10g081640.2.1	101264775	EntrezGene	DEPENDENT	-	-	-
Solyc10g081650.2	Solyc10g081650.2.1	Solyc10g081650.2.1	101267857	EntrezGene	DEPENDENT	-	-	-
Solyc10g081660.2	Solyc10g081660.2.1	Solyc10g081660.2.1	543710	EntrezGene	DEPENDENT	-	-	-
Solyc10g081720.2	Solyc10g081720.2.1	Solyc10g081720.2.1	101244241	EntrezGene	DEPENDENT	-	-	-
Solyc10g081750.1	Solyc10g081750.1.1	Solyc10g081750.1.1	101245307	EntrezGene	DEPENDENT	-	-	-
Solyc10g081790.1	Solyc10g081790.1.1	Solyc10g081790.1.1.1	101245900	EntrezGene	DEPENDENT	-	-	-
Solyc10g081900.2	Solyc10g081900.2.1	Solyc10g081900.2.1	101247974	EntrezGene	DEPENDENT	-	-	-
Solyc10g081940.2	Solyc10g081940.2.1	Solyc10g081940.2.1	101249131	EntrezGene	DEPENDENT	-	-	-
Solyc10g081980.2	Solyc10g081980.2.1	Solyc10g081980.2.1	101249973	EntrezGene	DEPENDENT	-	-	-
Solyc10g082020.2	Solyc10g082020.2.1	Solyc10g082020.2.1	100874538	EntrezGene	DEPENDENT	-	-	-
Solyc10g082030.2	Solyc10g082030.2.1	Solyc10g082030.2.1	101250263	EntrezGene	DEPENDENT	-	-	-
Solyc10g082040.2	Solyc10g082040.2.1	Solyc10g082040.2.1	101268048	EntrezGene	DEPENDENT	-	-	-
Solyc10g082050.1	Solyc10g082050.1.1	Solyc10g082050.1.1.1	104644432	EntrezGene	DEPENDENT	-	-	-
Solyc10g083150.2	Solyc10g083150.2.1	Solyc10g083150.2.1	101251343	EntrezGene	DEPENDENT	-	-	-
Solyc10g083160.2	Solyc10g083160.2.1	Solyc10g083160.2.1	101251635	EntrezGene	DEPENDENT	-	-	-
Solyc10g083200.2	Solyc10g083200.2.1	Solyc10g083200.2.1	101253640	EntrezGene	DEPENDENT	-	-	-
Solyc10g083210.2	Solyc10g083210.2.1	Solyc10g083210.2.1	101254147	EntrezGene	DEPENDENT	-	-	-
Solyc10g083230.1	Solyc10g083230.1.1	Solyc10g083230.1.1.1	101254746	EntrezGene	DEPENDENT	-	-	-
Solyc10g083240.2	Solyc10g083240.2.1	Solyc10g083240.2.1	101255044	EntrezGene	DEPENDENT	-	-	-
Solyc10g083250.2	Solyc10g083250.2.1	Solyc10g083250.2.1	101255546	EntrezGene	DEPENDENT	-	-	-
Solyc10g083310.2	Solyc10g083310.2.1	Solyc10g083310.2.1	101257029	EntrezGene	DEPENDENT	-	-	-
Solyc10g083330.1	Solyc10g083330.1.1	Solyc10g083330.1.1.1	101257619	EntrezGene	DEPENDENT	-	-	-
Solyc10g083400.1	Solyc10g083400.1.1	Solyc10g083400.1.1.1	101259495	EntrezGene	DEPENDENT	-	-	-
Solyc10g083440.1	Solyc10g083440.1.1	Solyc10g083440.1.1.1	101260093	EntrezGene	DEPENDENT	-	-	-
Solyc10g083460.1	Solyc10g083460.1.1	Solyc10g083460.1.1.1	101260386	EntrezGene	DEPENDENT	-	-	-
Solyc10g083480.2	Solyc10g083480.2.1	Solyc10g083480.2.1	101260981	EntrezGene	DEPENDENT	-	-	-
Solyc10g083500.2	Solyc10g083500.2.1	Solyc10g083500.2.1	101261560	EntrezGene	DEPENDENT	-	-	-
Solyc10g083510.2	Solyc10g083510.2.1	Solyc10g083510.2.1	101261864	EntrezGene	DEPENDENT	-	-	-
Solyc10g083520.2	Solyc10g083520.2.1	Solyc10g083520.2.1	101262159	EntrezGene	DEPENDENT	-	-	-
Solyc10g083530.2	Solyc10g083530.2.1	Solyc10g083530.2.1	104644378	EntrezGene	DEPENDENT	-	-	-
Solyc10g083580.2	Solyc10g083580.2.1	Solyc10g083580.2.1	101262762	EntrezGene	DEPENDENT	-	-	-
Solyc10g083610.2	Solyc10g083610.2.1	Solyc10g083610.2.1	544127	EntrezGene	DEPENDENT	-	-	-
Solyc10g083630.2	Solyc10g083630.2.1	Solyc10g083630.2.1	101263652	EntrezGene	DEPENDENT	-	-	-
Solyc10g083640.2	Solyc10g083640.2.1	Solyc10g083640.2.1	101263952	EntrezGene	DEPENDENT	-	-	-
Solyc10g083650.1	Solyc10g083650.1.1	Solyc10g083650.1.1.1	104644379	EntrezGene	DEPENDENT	-	-	-
Solyc10g083690.3	Solyc10g083690.3.1	Solyc10g083690.3.1	101264574	EntrezGene	DEPENDENT	-	-	-
Solyc10g083700.3	Solyc10g083700.3.1	Solyc10g083700.3.1	101264876	EntrezGene	DEPENDENT	-	-	-
Solyc10g083730.2	Solyc10g083730.2.1	Solyc10g083730.2.1	101265878	EntrezGene	DEPENDENT	-	-	-
Solyc10g083790.2	Solyc10g083790.2.1	Solyc10g083790.2.1	101266470	EntrezGene	DEPENDENT	-	-	-
Solyc10g083800.2	Solyc10g083800.2.1	Solyc10g083800.2.1	101246881	EntrezGene	DEPENDENT	-	-	-
Solyc10g083880.2	Solyc10g083880.2.1	Solyc10g083880.2.1	101267949	EntrezGene	DEPENDENT	-	-	-
Solyc10g083890.2	Solyc10g083890.2.1	Solyc10g083890.2.1	101268239	EntrezGene	DEPENDENT	-	-	-
Solyc10g083900.2	Solyc10g083900.2.1	Solyc10g083900.2.1	101247484	EntrezGene	DEPENDENT	-	-	-
Solyc10g083920.2	Solyc10g083920.2.1	Solyc10g083920.2.1	101268818	EntrezGene	DEPENDENT	-	-	-
Solyc10g083930.2	Solyc10g083930.2.1	Solyc10g083930.2.1	101243840	EntrezGene	DEPENDENT	-	-	-
Solyc10g083940.1	Solyc10g083940.1.1	Solyc10g083940.1.1.1	101244136	EntrezGene	DEPENDENT	-	-	-
Solyc10g083950.1	Solyc10g083950.1.1	Solyc10g083950.1.1.1	101244433	EntrezGene	DEPENDENT	-	-	-
Solyc10g083970.1	Solyc10g083970.1.1	Solyc10g083970.1.1.1	101245012	EntrezGene	DEPENDENT	-	-	-
Solyc10g083990.2	Solyc10g083990.2.1	Solyc10g083990.2.1	101245308	EntrezGene	DEPENDENT	-	-	-
Solyc10g084000.2	Solyc10g084000.2.1	Solyc10g084000.2.1	101245601	EntrezGene	DEPENDENT	-	-	-
Solyc10g084010.1	Solyc10g084010.1.1	Solyc10g084010.1.1.1	101247775	EntrezGene	DEPENDENT	-	-	-
Solyc10g084020.1	Solyc10g084020.1.1	Solyc10g084020.1.1.1	101248065	EntrezGene	DEPENDENT	-	-	-
Solyc10g084040.2	Solyc10g084040.2.1	Solyc10g084040.2.1	101245901	EntrezGene	DEPENDENT	-	-	-
Solyc10g084050.2	Solyc10g084050.2.1	Solyc10g084050.2.1	101246391	EntrezGene	DEPENDENT	-	-	-
Solyc10g084100.2	Solyc10g084100.2.1	Solyc10g084100.2.1	101247573	EntrezGene	DEPENDENT	-	-	-
Solyc10g084120.2	Solyc10g084120.2.1	Solyc10g084120.2.1	101247873	EntrezGene	DEPENDENT	-	-	-
Solyc10g084140.2	Solyc10g084140.2.1	Solyc10g084140.2.1	101248153	EntrezGene	DEPENDENT	-	-	-
Solyc10g084150.2	Solyc10g084150.2.1	Solyc10g084150.2.1	100874539	EntrezGene	DEPENDENT	-	-	-
Solyc10g084160.2	Solyc10g084160.2.1	Solyc10g084160.2.1	101248438	EntrezGene	DEPENDENT	-	-	-
Solyc10g084170.1	Solyc10g084170.1.1	Solyc10g084170.1.1.1	101250069	EntrezGene	DEPENDENT	-	-	-
Solyc10g084250.1	Solyc10g084250.1.1	Solyc10g084250.1.1.1	101250174	EntrezGene	DEPENDENT	-	-	-
Solyc10g084310.2	Solyc10g084310.2.1	Solyc10g084310.2.1	101252449	EntrezGene	DEPENDENT	-	-	-
Solyc10g084310.2	Solyc10g084310.2.1	Solyc10g084310.2.1	101252131	EntrezGene	DEPENDENT	-	-	-
Solyc10g084310.2	Solyc10g084310.2.1	Solyc10g084310.2.1	101257002	EntrezGene	DEPENDENT	-	-	-
Solyc10g084430.2	Solyc10g084430.2.1	Solyc10g084430.2.1	101254650	EntrezGene	DEPENDENT	-	-	-
Solyc10g084450.1	Solyc10g084450.1.1	Solyc10g084450.1.1.1	101251836	EntrezGene	DEPENDENT	-	-	-
Solyc10g084500.1	Solyc10g084500.1.1	Solyc10g084500.1.1	101255448	EntrezGene	DEPENDENT	-	-	-
Solyc10g084510.1	Solyc10g084510.1.1	Solyc10g084510.1.1.1	104644383	EntrezGene	DEPENDENT	-	-	-
Solyc10g084600.2	Solyc10g084600.2.1	Solyc10g084600.2.1	101259009	EntrezGene	DEPENDENT	-	-	-
Solyc10g084620.2	Solyc10g084620.2.1	Solyc10g084620.2.1	101257820	EntrezGene	DEPENDENT	-	-	-
Solyc10g084630.2	Solyc10g084630.2.1	Solyc10g084630.2.1	101258712	EntrezGene	DEPENDENT	-	-	-
Solyc10g084640.1	Solyc10g084640.1.1	Solyc10g084640.1.1.1	101258115	EntrezGene	DEPENDENT	-	-	-
Solyc10g084660.2	Solyc10g084660.2.1	Solyc10g084660.2.1	101259796	EntrezGene	DEPENDENT	-	-	-
Solyc10g084690.2	Solyc10g084690.2.1	Solyc10g084690.2.1	101260680	EntrezGene	DEPENDENT	-	-	-
Solyc10g084700.2	Solyc10g084700.2.1	Solyc10g084700.2.1	101260982	EntrezGene	DEPENDENT	-	-	-
Solyc10g084720.1	Solyc10g084720.1.1	Solyc10g084720.1.1	101254551	EntrezGene	DEPENDENT	-	-	-
Solyc10g084730.2	Solyc10g084730.2.1	Solyc10g084730.2.1	101261279	EntrezGene	DEPENDENT	-	-	-
Solyc10g084750.1	Solyc10g084750.1.1	Solyc10g084750.1.1	101255153	EntrezGene	DEPENDENT	-	-	-
Solyc10g084800.2	Solyc10g084800.2.1	Solyc10g084800.2.1	101262763	EntrezGene	DEPENDENT	-	-	-
Solyc10g084830.2	Solyc10g084830.2.1	Solyc10g084830.2.1	101255449	EntrezGene	DEPENDENT	-	-	-
Solyc10g084840.2	Solyc10g084840.2.1	Solyc10g084840.2.1	101263653	EntrezGene	DEPENDENT	-	-	-
Solyc10g084850.2	Solyc10g084850.2.1	Solyc10g084850.2.1	101263953	EntrezGene	DEPENDENT	-	-	-
Solyc10g084900.1	Solyc10g084900.1.1	Solyc10g084900.1.1.1	101264575	EntrezGene	DEPENDENT	-	-	-
Solyc10g084920.2	Solyc10g084920.2.1	Solyc10g084920.2.1	101265186	EntrezGene	DEPENDENT	-	-	-
Solyc10g084930.2	Solyc10g084930.2.1	Solyc10g084930.2.1	101265495	EntrezGene	DEPENDENT	-	-	-
Solyc10g084950.2	Solyc10g084950.2.1	Solyc10g084950.2.1	101265786	EntrezGene	DEPENDENT	-	-	-
Solyc10g084960.2	Solyc10g084960.2.1	Solyc10g084960.2.1	101266084	EntrezGene	DEPENDENT	-	-	-
Solyc10g084970.2	Solyc10g084970.2.1	Solyc10g084970.2.1	101266378	EntrezGene	DEPENDENT	-	-	-
Solyc10g084990.2	Solyc10g084990.2.1	Solyc10g084990.2.1	101267177	EntrezGene	DEPENDENT	-	-	-
Solyc10g085000.2	Solyc10g085000.2.1	Solyc10g085000.2.1	101267464	EntrezGene	DEPENDENT	-	-	-
Solyc10g085030.1	Solyc10g085030.1.1	Solyc10g085030.1.1.1	101250355	EntrezGene	DEPENDENT	-	-	-
Solyc10g085040.1	Solyc10g085040.1.1	Solyc10g085040.1.1.1	101251239	EntrezGene	DEPENDENT	-	-	-
Solyc10g085060.2	Solyc10g085060.2.1	Solyc10g085060.2.1	101244539	EntrezGene	DEPENDENT	-	-	-
Solyc10g085100.2	Solyc10g085100.2.1	Solyc10g085100.2.1	101249508	EntrezGene	DEPENDENT	-	-	-
Solyc10g085130.2	Solyc10g085130.2.1	Solyc10g085130.2.1	101243841	EntrezGene	DEPENDENT	-	-	-
Solyc10g085160.2	Solyc10g085160.2.1	Solyc10g085160.2.1	101263955	EntrezGene	DEPENDENT	-	-	-
Solyc10g085180.2	Solyc10g085180.2.1	Solyc10g085180.2.1	101262577	EntrezGene	DEPENDENT	-	-	-
Solyc10g085190.2	Solyc10g085190.2.1	Solyc10g085190.2.1	101246681	EntrezGene	DEPENDENT	-	-	-
Solyc10g085210.2	Solyc10g085210.2.1	Solyc10g085210.2.1	101257823	EntrezGene	DEPENDENT	-	-	-
Solyc10g085300.2	Solyc10g085300.2.1	Solyc10g085300.2.1	101248154	EntrezGene	DEPENDENT	-	-	-
Solyc10g085310.1	Solyc10g085310.1.1	Solyc10g085310.1.1.1	101250944	EntrezGene	DEPENDENT	-	-	-
Solyc10g085320.2	Solyc10g085320.2.1	Solyc10g085320.2.1	101257124	EntrezGene	DEPENDENT	-	-	-
Solyc10g085350.2	Solyc10g085350.2.1	Solyc10g085350.2.1	101255350	EntrezGene	DEPENDENT	-	-	-
Solyc10g085380.2	Solyc10g085380.2.1	Solyc10g085380.2.1	101245216	EntrezGene	DEPENDENT	-	-	-
Solyc10g085480.2	Solyc10g085480.2.1	Solyc10g085480.2.1	101252133	EntrezGene	DEPENDENT	-	-	-
Solyc10g085500.2	Solyc10g085500.2.1	Solyc10g085500.2.1	101265084	EntrezGene	DEPENDENT	-	-	-
Solyc10g085590.1	Solyc10g085590.1.1	Solyc10g085590.1.1.1	101267950	EntrezGene	DEPENDENT	-	-	-
Solyc10g085600.2	Solyc10g085600.2.1	Solyc10g085600.2.1	101243944	EntrezGene	DEPENDENT	-	-	-
Solyc10g085610.2	Solyc10g085610.2.1	Solyc10g085610.2.1	101259598	EntrezGene	DEPENDENT	-	-	-
Solyc10g085670.2	Solyc10g085670.2.1	Solyc10g085670.2.1	101268631	EntrezGene	DEPENDENT	-	-	-
Solyc10g085680.2	Solyc10g085680.2.1	Solyc10g085680.2.1	101259692	EntrezGene	DEPENDENT	-	-	-
Solyc10g085690.2	Solyc10g085690.2.1	Solyc10g085690.2.1	101258319	EntrezGene	DEPENDENT	-	-	-
Solyc10g085790.2	Solyc10g085790.2.1	Solyc10g085790.2.1	101252541	EntrezGene	DEPENDENT	-	-	-
Solyc10g085800.2	Solyc10g085800.2.1	Solyc10g085800.2.1	101253847	EntrezGene	DEPENDENT	-	-	-
Solyc10g085810.2	Solyc10g085810.2.1	Solyc10g085810.2.1	101261084	EntrezGene	DEPENDENT	-	-	-
Solyc10g085820.2	Solyc10g085820.2.1	Solyc10g085820.2.1	101244918	EntrezGene	DEPENDENT	-	-	-
Solyc10g085830.2	Solyc10g085830.2.1	Solyc10g085830.2.1	101260288	EntrezGene	DEPENDENT	-	-	-
Solyc10g085870.1	Solyc10g085870.1.1	Solyc10g085870.1.1.1	101261675	EntrezGene	DEPENDENT	-	-	-
Solyc10g085910.2	Solyc10g085910.2.1	Solyc10g085910.2.1	101266884	EntrezGene	DEPENDENT	-	-	-
Solyc10g085940.1	Solyc10g085940.1.1	Solyc10g085940.1.1.1	101261677	EntrezGene	DEPENDENT	-	-	-
Solyc10g085950.2	Solyc10g085950.2.1	Solyc10g085950.2.1	101249226	EntrezGene	DEPENDENT	-	-	-
Solyc10g085960.1	Solyc10g085960.1.1	Solyc10g085960.1.1.1	104644399	EntrezGene	DEPENDENT	-	-	-
Solyc10g085980.2	Solyc10g085980.2.1	Solyc10g085980.2.1	101251832	EntrezGene	DEPENDENT	-	-	-
Solyc10g086080.2	Solyc10g086080.2.1	Solyc10g086080.2.1	101268819	EntrezGene	DEPENDENT	-	-	-
Solyc10g086090.2	Solyc10g086090.2.1	Solyc10g086090.2.1	101256437	EntrezGene	DEPENDENT	-	-	-
Solyc10g086100.2	Solyc10g086100.2.1	Solyc10g086100.2.1	101254438	EntrezGene	DEPENDENT	-	-	-
Solyc10g086110.1	Solyc10g086110.1.1	Solyc10g086110.1.1.1	101261979	EntrezGene	DEPENDENT	-	-	-
Solyc10g086120.2	Solyc10g086120.2.1	Solyc10g086120.2.1	101252735	EntrezGene	DEPENDENT	-	-	-
Solyc10g086150.2	Solyc10g086150.2.1	Solyc10g086150.2.1	101255645	EntrezGene	DEPENDENT	-	-	-
Solyc10g086180.2	Solyc10g086180.2.1	Solyc10g086180.2.1	101243656	EntrezGene	DEPENDENT	-	-	-
Solyc10g086200.1	Solyc10g086200.1.1	Solyc10g086200.1.1.1	104644403	EntrezGene	DEPENDENT	-	-	-
Solyc10g086210.2	Solyc10g086210.2.1	Solyc10g086210.2.1	101263654	EntrezGene	DEPENDENT	-	-	-
Solyc10g086220.2	Solyc10g086220.2.1	Solyc10g086220.2.1	544239	EntrezGene	DEPENDENT	-	-	-
Solyc10g086240.2	Solyc10g086240.2.1	Solyc10g086240.2.1	101261977	EntrezGene	DEPENDENT	-	-	-
Solyc10g086250.2	Solyc10g086250.2.1	Solyc10g086250.2.1	101247276	EntrezGene	DEPENDENT	-	-	-
Solyc10g086270.2	Solyc10g086270.2.1	Solyc10g086270.2.1	101250068	EntrezGene	DEPENDENT	-	-	-
Solyc10g086280.2	Solyc10g086280.2.1	Solyc10g086280.2.1	101259996	EntrezGene	DEPENDENT	-	-	-
